RegionName,Country,Class,Category,Type,Constant 2018 USD,Data Type
Europe,Bulgaria,A1,Beneficial,Fisheries mangt.,1891613.495,Modeled
Europe,Bulgaria,A2,Beneficial,Fishery R&D,443210.6473,Modeled
Europe,Bulgaria,A3,Beneficial,MPAs,5491622.52,Modeled
Europe,Bulgaria,B1,Capacity-enhancing,Boat constsruct. & renov.,218338.5888,Modeled
Europe,Bulgaria,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Europe,Bulgaria,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Europe,Bulgaria,B4,Capacity-enhancing,Markt. & storage infrast.,490507.8935,Modeled
Europe,Bulgaria,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Europe,Bulgaria,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Europe,Bulgaria,B7,Capacity-enhancing,Fuel subsidies,6787535.747,Modeled
Europe,Bulgaria,C1,Ambiguous,Fisher assistance,146087.5612,Modeled
Europe,Bulgaria,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Europe,Bulgaria,C3,Ambiguous,Rural fisher communities,237051.3383,Modeled
Europe,Croatia,A1,Beneficial,Fisheries mangt.,9524970.569,Modeled
Europe,Croatia,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Europe,Croatia,A3,Beneficial,MPAs,30231776.27,Modeled
Europe,Croatia,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Europe,Croatia,B2,Capacity-enhancing,Fisheries dev. projects,3833895.54,Modeled
Europe,Croatia,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Europe,Croatia,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Europe,Croatia,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Europe,Croatia,B6,Capacity-enhancing,Fishing access,50112.97,Modeled
Europe,Croatia,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Europe,Croatia,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Europe,Croatia,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Europe,Croatia,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Denmark,A1,Beneficial,Fisheries mangt.,9864278.813,Reported
Europe,Denmark,A2,Beneficial,Fishery R&D,49642694.78,Modeled
Europe,Denmark,A3,Beneficial,MPAs,71133967.21,Modeled
Europe,Denmark,B1,Capacity-enhancing,Boat constsruct. & renov.,38503641.44,Modeled
Europe,Denmark,B2,Capacity-enhancing,Fisheries dev. projects,2390097.943,Reported
Europe,Denmark,B3,Capacity-enhancing,Fishing port develop.,1431729.611,Reported
Europe,Denmark,B4,Capacity-enhancing,Markt. & storage infrast.,1217533.842,Reported
Europe,Denmark,B5,Capacity-enhancing,Tax exemption,2328852.088,Reported
Europe,Denmark,B6,Capacity-enhancing,Fishing access,5976721.13,Modeled
Europe,Denmark,B7,Capacity-enhancing,Fuel subsidies,54339882.05,Reported
Europe,Denmark,C1,Ambiguous,Fisher assistance,1557227.111,Reported
Europe,Denmark,C2,Ambiguous,Vessel buyback,28057412.18,Modeled
Europe,Denmark,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Estonia,A1,Beneficial,Fisheries mangt.,2846303.092,Reported
Europe,Estonia,A2,Beneficial,Fishery R&D,211365.6744,Reported
Europe,Estonia,A3,Beneficial,MPAs,45726485.06,Modeled
Europe,Estonia,B1,Capacity-enhancing,Boat constsruct. & renov.,332905.6901,Modeled
Europe,Estonia,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Europe,Estonia,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Europe,Estonia,B4,Capacity-enhancing,Markt. & storage infrast.,841097.4317,Reported
Europe,Estonia,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Europe,Estonia,B6,Capacity-enhancing,Fishing access,289083.83,Modeled
Europe,Estonia,B7,Capacity-enhancing,Fuel subsidies,34609526.81,Reported
Europe,Estonia,C1,Ambiguous,Fisher assistance,653478.2843,Reported
Europe,Estonia,C2,Ambiguous,Vessel buyback,242586.7221,Modeled
Europe,Estonia,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Finland,A1,Beneficial,Fisheries mangt.,3367746.519,Reported
Europe,Finland,A2,Beneficial,Fishery R&D,274690.0084,Reported
Europe,Finland,A3,Beneficial,MPAs,68029176.05,Modeled
Europe,Finland,B1,Capacity-enhancing,Boat constsruct. & renov.,1169135.033,Modeled
Europe,Finland,B2,Capacity-enhancing,Fisheries dev. projects,752063.4617,Reported
Europe,Finland,B3,Capacity-enhancing,Fishing port develop.,274690.0084,Reported
Europe,Finland,B4,Capacity-enhancing,Markt. & storage infrast.,563673.075,Reported
Europe,Finland,B5,Capacity-enhancing,Tax exemption,4070845.651,Modeled
Europe,Finland,B6,Capacity-enhancing,Fishing access,164441.84,Modeled
Europe,Finland,B7,Capacity-enhancing,Fuel subsidies,5560472.756,Modeled
Europe,Finland,C1,Ambiguous,Fisher assistance,782253.3185,Modeled
Europe,Finland,C2,Ambiguous,Vessel buyback,28586.11633,Reported
Europe,Finland,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,France,A1,Beneficial,Fisheries mangt.,17355699.94,Reported
Europe,France,A2,Beneficial,Fishery R&D,5519224.015,Reported
Europe,France,A3,Beneficial,MPAs,107992258.6,Modeled
Europe,France,B1,Capacity-enhancing,Boat constsruct. & renov.,3207366.134,Reported
Europe,France,B2,Capacity-enhancing,Fisheries dev. projects,5654749.573,Reported
Europe,France,B3,Capacity-enhancing,Fishing port develop.,40837845.26,Reported
Europe,France,B4,Capacity-enhancing,Markt. & storage infrast.,8269915.73,Reported
Europe,France,B5,Capacity-enhancing,Tax exemption,3382038.45,Reported
Europe,France,B6,Capacity-enhancing,Fishing access,14783246.57,Modeled
Europe,France,B7,Capacity-enhancing,Fuel subsidies,87393045.88,Modeled
Europe,France,C1,Ambiguous,Fisher assistance,37455212.07,Reported
Europe,France,C2,Ambiguous,Vessel buyback,984896.607,Reported
Europe,France,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Georgia,A1,Beneficial,Fisheries mangt.,9901778.994,Modeled
Europe,Georgia,A2,Beneficial,Fishery R&D,2320016.161,Modeled
Europe,Georgia,A3,Beneficial,MPAs,492877.8627,Modeled
Europe,Georgia,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Europe,Georgia,B2,Capacity-enhancing,Fisheries dev. projects,1354512.457,Modeled
Europe,Georgia,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Europe,Georgia,B4,Capacity-enhancing,Markt. & storage infrast.,1028795.073,Modeled
Europe,Georgia,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Europe,Georgia,B6,Capacity-enhancing,Fishing access,55214.75,Modeled
Europe,Georgia,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Europe,Georgia,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Europe,Georgia,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Europe,Georgia,C3,Ambiguous,Rural fisher communities,1240861.29,Modeled
Europe,Germany,A1,Beneficial,Fisheries mangt.,75911271.71,Reported
Europe,Germany,A2,Beneficial,Fishery R&D,55600.37525,Reported
Europe,Germany,A3,Beneficial,MPAs,46176231.36,Modeled
Europe,Germany,B1,Capacity-enhancing,Boat constsruct. & renov.,69654.46399,Reported
Europe,Germany,B2,Capacity-enhancing,Fisheries dev. projects,12716980.49,Reported
Europe,Germany,B3,Capacity-enhancing,Fishing port develop.,15390944.59,Reported
Europe,Germany,B4,Capacity-enhancing,Markt. & storage infrast.,1913311.376,Reported
Europe,Germany,B5,Capacity-enhancing,Tax exemption,17155068.54,Modeled
Europe,Germany,B6,Capacity-enhancing,Fishing access,5787534.17,Modeled
Europe,Germany,B7,Capacity-enhancing,Fuel subsidies,17713136.88,Modeled
Europe,Germany,C1,Ambiguous,Fisher assistance,164824.833,Reported
Europe,Germany,C2,Ambiguous,Vessel buyback,1914929.644,Reported
Europe,Germany,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Greece,A1,Beneficial,Fisheries mangt.,5672223.553,Reported
Europe,Greece,A2,Beneficial,Fishery R&D,18576451.49,Modeled
Europe,Greece,A3,Beneficial,MPAs,40727603.2,Modeled
Europe,Greece,B1,Capacity-enhancing,Boat constsruct. & renov.,10978433.28,Modeled
Europe,Greece,B2,Capacity-enhancing,Fisheries dev. projects,555270.1299,Reported
Europe,Greece,B3,Capacity-enhancing,Fishing port develop.,3334540.538,Reported
Europe,Greece,B4,Capacity-enhancing,Markt. & storage infrast.,225469.23,Reported
Europe,Greece,B5,Capacity-enhancing,Tax exemption,38226129.65,Modeled
Europe,Greece,B6,Capacity-enhancing,Fishing access,3851613.15,Modeled
Europe,Greece,B7,Capacity-enhancing,Fuel subsidies,87456111.42,Reported
Europe,Greece,C1,Ambiguous,Fisher assistance,7345529.489,Modeled
Europe,Greece,C2,Ambiguous,Vessel buyback,2428444.525,Reported
Europe,Greece,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Iceland,A1,Beneficial,Fisheries mangt.,35767416.31,Reported
Europe,Iceland,A2,Beneficial,Fishery R&D,20569572.26,Reported
Europe,Iceland,A3,Beneficial,MPAs,1531853.96,Modeled
Europe,Iceland,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Europe,Iceland,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Europe,Iceland,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Europe,Iceland,B4,Capacity-enhancing,Markt. & storage infrast.,8645022.577,Reported
Europe,Iceland,B5,Capacity-enhancing,Tax exemption,68865010.39,Modeled
Europe,Iceland,B6,Capacity-enhancing,Fishing access,13355709.04,Modeled
Europe,Iceland,B7,Capacity-enhancing,Fuel subsidies,0,Reported
Europe,Iceland,C1,Ambiguous,Fisher assistance,13233093.94,Modeled
Europe,Iceland,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Europe,Iceland,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Ireland,A1,Beneficial,Fisheries mangt.,58460651.99,Reported
Europe,Ireland,A2,Beneficial,Fishery R&D,674664.1541,Reported
Europe,Ireland,A3,Beneficial,MPAs,44553479.65,Modeled
Europe,Ireland,B1,Capacity-enhancing,Boat constsruct. & renov.,5806200.896,Modeled
Europe,Ireland,B2,Capacity-enhancing,Fisheries dev. projects,588949.9605,Reported
Europe,Ireland,B3,Capacity-enhancing,Fishing port develop.,24496678,Reported
Europe,Ireland,B4,Capacity-enhancing,Markt. & storage infrast.,15566418.49,Reported
Europe,Ireland,B5,Capacity-enhancing,Tax exemption,353844.8361,Reported
Europe,Ireland,B6,Capacity-enhancing,Fishing access,2518249.25,Modeled
Europe,Ireland,B7,Capacity-enhancing,Fuel subsidies,18986601.27,Modeled
Europe,Ireland,C1,Ambiguous,Fisher assistance,479754.6236,Reported
Europe,Ireland,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Europe,Ireland,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Italy,A1,Beneficial,Fisheries mangt.,5087203.792,Reported
Europe,Italy,A2,Beneficial,Fishery R&D,5617141.482,Reported
Europe,Italy,A3,Beneficial,MPAs,58137958.8,Modeled
Europe,Italy,B1,Capacity-enhancing,Boat constsruct. & renov.,18805905.75,Modeled
Europe,Italy,B2,Capacity-enhancing,Fisheries dev. projects,1490253.045,Reported
Europe,Italy,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Europe,Italy,B4,Capacity-enhancing,Markt. & storage infrast.,20267742.9,Reported
Europe,Italy,B5,Capacity-enhancing,Tax exemption,21977613.19,Reported
Europe,Italy,B6,Capacity-enhancing,Fishing access,26327033.95,Modeled
Europe,Italy,B7,Capacity-enhancing,Fuel subsidies,103927228.1,Modeled
Europe,Italy,C1,Ambiguous,Fisher assistance,12582791.35,Modeled
Europe,Italy,C2,Ambiguous,Vessel buyback,80816037.33,Reported
Europe,Italy,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Latvia,A1,Beneficial,Fisheries mangt.,1501625.072,Reported
Europe,Latvia,A2,Beneficial,Fishery R&D,754535.8657,Modeled
Europe,Latvia,A3,Beneficial,MPAs,8320886.737,Modeled
Europe,Latvia,B1,Capacity-enhancing,Boat constsruct. & renov.,1149326.801,Modeled
Europe,Latvia,B2,Capacity-enhancing,Fisheries dev. projects,1314872.55,Reported
Europe,Latvia,B3,Capacity-enhancing,Fishing port develop.,1305355.234,Reported
Europe,Latvia,B4,Capacity-enhancing,Markt. & storage infrast.,2931099.99,Reported
Europe,Latvia,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Europe,Latvia,B6,Capacity-enhancing,Fishing access,13676453.32,Modeled
Europe,Latvia,B7,Capacity-enhancing,Fuel subsidies,9259273.11,Modeled
Europe,Latvia,C1,Ambiguous,Fisher assistance,768999.8835,Modeled
Europe,Latvia,C2,Ambiguous,Vessel buyback,137647.8376,Reported
Europe,Latvia,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Lithuania,A1,Beneficial,Fisheries mangt.,304383.4605,Reported
Europe,Lithuania,A2,Beneficial,Fishery R&D,294866.6146,Modeled
Europe,Lithuania,A3,Beneficial,MPAs,7590381.571,Modeled
Europe,Lithuania,B1,Capacity-enhancing,Boat constsruct. & renov.,1748424.106,Modeled
Europe,Lithuania,B2,Capacity-enhancing,Fisheries dev. projects,518293.3791,Reported
Europe,Lithuania,B3,Capacity-enhancing,Fishing port develop.,563704.6407,Reported
Europe,Lithuania,B4,Capacity-enhancing,Markt. & storage infrast.,555556.1827,Reported
Europe,Lithuania,B5,Capacity-enhancing,Tax exemption,6087889.308,Modeled
Europe,Lithuania,B6,Capacity-enhancing,Fishing access,7697219.27,Modeled
Europe,Lithuania,B7,Capacity-enhancing,Fuel subsidies,368084.7318,Reported
Europe,Lithuania,C1,Ambiguous,Fisher assistance,1169848.239,Modeled
Europe,Lithuania,C2,Ambiguous,Vessel buyback,644.8419978,Reported
Europe,Lithuania,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Malta,A1,Beneficial,Fisheries mangt.,1116167.329,Modeled
Europe,Malta,A2,Beneficial,Fishery R&D,261521.3129,Modeled
Europe,Malta,A3,Beneficial,MPAs,8878676.274,Modeled
Europe,Malta,B1,Capacity-enhancing,Boat constsruct. & renov.,2025845.11,Modeled
Europe,Malta,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Europe,Malta,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Europe,Malta,B4,Capacity-enhancing,Markt. & storage infrast.,4551156.177,Modeled
Europe,Malta,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Europe,Malta,B6,Capacity-enhancing,Fishing access,4145226.03,Modeled
Europe,Malta,B7,Capacity-enhancing,Fuel subsidies,3588460.69,Modeled
Europe,Malta,C1,Ambiguous,Fisher assistance,1355467.089,Modeled
Europe,Malta,C2,Ambiguous,Vessel buyback,1476223.264,Modeled
Europe,Malta,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Monaco,A1,Beneficial,Fisheries mangt.,0,not found evidence of subsidy
Europe,Monaco,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Europe,Monaco,A3,Beneficial,MPAs,0,not found evidence of subsidy
Europe,Monaco,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Europe,Monaco,B2,Capacity-enhancing,Fisheries dev. projects,0,not found evidence of subsidy
Europe,Monaco,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Europe,Monaco,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Europe,Monaco,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Europe,Monaco,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Europe,Monaco,B7,Capacity-enhancing,Fuel subsidies,0,not found evidence of subsidy
Europe,Monaco,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Europe,Monaco,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Europe,Monaco,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Montenegro,A1,Beneficial,Fisheries mangt.,280103.8154,Modeled
Europe,Montenegro,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Europe,Montenegro,A3,Beneficial,MPAs,34342.3113,Modeled
Europe,Montenegro,B1,Capacity-enhancing,Boat constsruct. & renov.,0,not found evidence of subsidy
Europe,Montenegro,B2,Capacity-enhancing,Fisheries dev. projects,95855.77076,Modeled
Europe,Montenegro,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Europe,Montenegro,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Europe,Montenegro,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Europe,Montenegro,B6,Capacity-enhancing,Fishing access,0,not found evidence of subsidy
Europe,Montenegro,B7,Capacity-enhancing,Fuel subsidies,0,Reported
Europe,Montenegro,C1,Ambiguous,Fisher assistance,0,not found evidence of subsidy
Europe,Montenegro,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Europe,Montenegro,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Netherlands,A1,Beneficial,Fisheries mangt.,18786099.32,Reported
Europe,Netherlands,A2,Beneficial,Fishery R&D,1127059.849,Reported
Europe,Netherlands,A3,Beneficial,MPAs,22549581.48,Modeled
Europe,Netherlands,B1,Capacity-enhancing,Boat constsruct. & renov.,10239799.65,Modeled
Europe,Netherlands,B2,Capacity-enhancing,Fisheries dev. projects,935123.7108,Reported
Europe,Netherlands,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Europe,Netherlands,B4,Capacity-enhancing,Markt. & storage infrast.,2180051.715,Reported
Europe,Netherlands,B5,Capacity-enhancing,Tax exemption,35654259.51,Modeled
Europe,Netherlands,B6,Capacity-enhancing,Fishing access,9927304.9,Modeled
Europe,Netherlands,B7,Capacity-enhancing,Fuel subsidies,82563795.09,Reported
Europe,Netherlands,C1,Ambiguous,Fisher assistance,6851319.164,Modeled
Europe,Netherlands,C2,Ambiguous,Vessel buyback,7461691.12,Modeled
Europe,Netherlands,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Norway,A1,Beneficial,Fisheries mangt.,117729335.3,Reported
Europe,Norway,A2,Beneficial,Fishery R&D,83106764.43,Reported
Europe,Norway,A3,Beneficial,MPAs,76910276.92,Modeled
Europe,Norway,B1,Capacity-enhancing,Boat constsruct. & renov.,55851241.76,Modeled
Europe,Norway,B2,Capacity-enhancing,Fisheries dev. projects,165197116.7,Modeled
Europe,Norway,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Europe,Norway,B4,Capacity-enhancing,Markt. & storage infrast.,4202313.633,Reported
Europe,Norway,B5,Capacity-enhancing,Tax exemption,194470081,Modeled
Europe,Norway,B6,Capacity-enhancing,Fishing access,49260505.61,Modeled
Europe,Norway,B7,Capacity-enhancing,Fuel subsidies,58254825.88,Reported
Europe,Norway,C1,Ambiguous,Fisher assistance,170877.211,Reported
Europe,Norway,C2,Ambiguous,Vessel buyback,40698522.33,Modeled
Europe,Norway,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Poland,A1,Beneficial,Fisheries mangt.,992064.612,Reported
Europe,Poland,A2,Beneficial,Fishery R&D,2108920.111,Modeled
Europe,Poland,A3,Beneficial,MPAs,12310429.78,Modeled
Europe,Poland,B1,Capacity-enhancing,Boat constsruct. & renov.,5180732.12,Modeled
Europe,Poland,B2,Capacity-enhancing,Fisheries dev. projects,5474992.562,Reported
Europe,Poland,B3,Capacity-enhancing,Fishing port develop.,904061.7168,Reported
Europe,Poland,B4,Capacity-enhancing,Markt. & storage infrast.,4661049.848,Reported
Europe,Poland,B5,Capacity-enhancing,Tax exemption,18038943.51,Modeled
Europe,Poland,B6,Capacity-enhancing,Fishing access,12753918.68,Modeled
Europe,Poland,B7,Capacity-enhancing,Fuel subsidies,9907748.061,Modeled
Europe,Poland,C1,Ambiguous,Fisher assistance,3466361.694,Modeled
Europe,Poland,C2,Ambiguous,Vessel buyback,336019.0482,Reported
Europe,Poland,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Portugal,A1,Beneficial,Fisheries mangt.,3503115.774,Reported
Europe,Portugal,A2,Beneficial,Fishery R&D,11132888.97,Modeled
Europe,Portugal,A3,Beneficial,MPAs,28305028.09,Modeled
Europe,Portugal,B1,Capacity-enhancing,Boat constsruct. & renov.,240467.4432,Reported
Europe,Portugal,B2,Capacity-enhancing,Fisheries dev. projects,2105986.211,Reported
Europe,Portugal,B3,Capacity-enhancing,Fishing port develop.,1071028.446,Reported
Europe,Portugal,B4,Capacity-enhancing,Markt. & storage infrast.,2771668.443,Reported
Europe,Portugal,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Europe,Portugal,B6,Capacity-enhancing,Fishing access,3488440.12,Modeled
Europe,Portugal,B7,Capacity-enhancing,Fuel subsidies,86191614.78,Modeled
Europe,Portugal,C1,Ambiguous,Fisher assistance,1437098.033,Reported
Europe,Portugal,C2,Ambiguous,Vessel buyback,480934.8864,Reported
Europe,Portugal,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Romania,A1,Beneficial,Fisheries mangt.,596042.3219,Modeled
Europe,Romania,A2,Beneficial,Fishery R&D,139654.4823,Modeled
Europe,Romania,A3,Beneficial,MPAs,3903249.213,Modeled
Europe,Romania,B1,Capacity-enhancing,Boat constsruct. & renov.,45347.56574,Modeled
Europe,Romania,B2,Capacity-enhancing,Fisheries dev. projects,134129.2847,Modeled
Europe,Romania,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Europe,Romania,B4,Capacity-enhancing,Markt. & storage infrast.,101875.4361,Modeled
Europe,Romania,B5,Capacity-enhancing,Tax exemption,157897.0226,Modeled
Europe,Romania,B6,Capacity-enhancing,Fishing access,4792700.09,Modeled
Europe,Romania,B7,Capacity-enhancing,Fuel subsidies,737947.2848,Modeled
Europe,Romania,C1,Ambiguous,Fisher assistance,30341.47706,Modeled
Europe,Romania,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Europe,Romania,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Russian Federation,A1,Beneficial,Fisheries mangt.,135078647.1,Reported
Europe,Russian Federation,A2,Beneficial,Fishery R&D,125468312,Modeled
Europe,Russian Federation,A3,Beneficial,MPAs,34949718.49,Modeled
Europe,Russian Federation,B1,Capacity-enhancing,Boat constsruct. & renov.,10062774.32,Reported
Europe,Russian Federation,B2,Capacity-enhancing,Fisheries dev. projects,58669753.96,Reported
Europe,Russian Federation,B3,Capacity-enhancing,Fishing port develop.,1443977.649,Reported
Europe,Russian Federation,B4,Capacity-enhancing,Markt. & storage infrast.,20706266.67,Reported
Europe,Russian Federation,B5,Capacity-enhancing,Tax exemption,980113207.6,Reported
Europe,Russian Federation,B6,Capacity-enhancing,Fishing access,89174582.28,Modeled
Europe,Russian Federation,B7,Capacity-enhancing,Fuel subsidies,1844332.031,Reported
Europe,Russian Federation,C1,Ambiguous,Fisher assistance,1270701.202,Reported
Europe,Russian Federation,C2,Ambiguous,Vessel buyback,52939694.14,Modeled
Europe,Russian Federation,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Slovenia,A1,Beneficial,Fisheries mangt.,681151.3095,Reported
Europe,Slovenia,A2,Beneficial,Fishery R&D,591385.5925,Reported
Europe,Slovenia,A3,Beneficial,MPAs,2040485.547,Modeled
Europe,Slovenia,B1,Capacity-enhancing,Boat constsruct. & renov.,19023.17422,Modeled
Europe,Slovenia,B2,Capacity-enhancing,Fisheries dev. projects,34403.15393,Reported
Europe,Slovenia,B3,Capacity-enhancing,Fishing port develop.,51897.24263,Reported
Europe,Slovenia,B4,Capacity-enhancing,Markt. & storage infrast.,42736.45427,Modeled
Europe,Slovenia,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Europe,Slovenia,B6,Capacity-enhancing,Fishing access,1439347.51,Modeled
Europe,Slovenia,B7,Capacity-enhancing,Fuel subsidies,70948.2486,Reported
Europe,Slovenia,C1,Ambiguous,Fisher assistance,12728.16291,Modeled
Europe,Slovenia,C2,Ambiguous,Vessel buyback,0,not found evidence of subsidy
Europe,Slovenia,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Spain,A1,Beneficial,Fisheries mangt.,25413428.31,Reported
Europe,Spain,A2,Beneficial,Fishery R&D,36118031.01,Modeled
Europe,Spain,A3,Beneficial,MPAs,88665450.12,Modeled
Europe,Spain,B1,Capacity-enhancing,Boat constsruct. & renov.,4823053.743,Reported
Europe,Spain,B2,Capacity-enhancing,Fisheries dev. projects,16033494.34,Reported
Europe,Spain,B3,Capacity-enhancing,Fishing port develop.,7675249.916,Reported
Europe,Spain,B4,Capacity-enhancing,Markt. & storage infrast.,16243693.93,Reported
Europe,Spain,B5,Capacity-enhancing,Tax exemption,461545847.8,Reported
Europe,Spain,B6,Capacity-enhancing,Fishing access,90588507.18,Modeled
Europe,Spain,B7,Capacity-enhancing,Fuel subsidies,85922565.74,Reported
Europe,Spain,C1,Ambiguous,Fisher assistance,3622852.512,Reported
Europe,Spain,C2,Ambiguous,Vessel buyback,7000077.798,Reported
Europe,Spain,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Sweden,A1,Beneficial,Fisheries mangt.,26719135.01,Reported
Europe,Sweden,A2,Beneficial,Fishery R&D,627378.5279,Reported
Europe,Sweden,A3,Beneficial,MPAs,150338399.6,Modeled
Europe,Sweden,B1,Capacity-enhancing,Boat constsruct. & renov.,2655791.664,Modeled
Europe,Sweden,B2,Capacity-enhancing,Fisheries dev. projects,3344151.501,Reported
Europe,Sweden,B3,Capacity-enhancing,Fishing port develop.,94509.83958,Reported
Europe,Sweden,B4,Capacity-enhancing,Markt. & storage infrast.,2481866.933,Reported
Europe,Sweden,B5,Capacity-enhancing,Tax exemption,8192641.1,Reported
Europe,Sweden,B6,Capacity-enhancing,Fishing access,186009.68,Modeled
Europe,Sweden,B7,Capacity-enhancing,Fuel subsidies,27026405.61,Reported
Europe,Sweden,C1,Ambiguous,Fisher assistance,3161527.447,Reported
Europe,Sweden,C2,Ambiguous,Vessel buyback,1935262.188,Modeled
Europe,Sweden,C3,Ambiguous,Rural fisher communities,0,not found evidence of subsidy
Europe,Ukraine,A1,Beneficial,Fisheries mangt.,4157123.464,Modeled
Europe,Ukraine,A2,Beneficial,Fishery R&D,0,not found evidence of subsidy
Europe,Ukraine,A3,Beneficial,MPAs,5465943.455,Modeled
Europe,Ukraine,B1,Capacity-enhancing,Boat constsruct. & renov.,2779029.504,Modeled
Europe,Ukraine,B2,Capacity-enhancing,Fisheries dev. projects,8219829.081,Modeled
Europe,Ukraine,B3,Capacity-enhancing,Fishing port develop.,0,not found evidence of subsidy
Europe,Ukraine,B4,Capacity-enhancing,Markt. & storage infrast.,0,not found evidence of subsidy
Europe,Ukraine,B5,Capacity-enhancing,Tax exemption,0,not found evidence of subsidy
Europe,Ukraine,B6,Capacity-enhancing,Fishing access,9346391.36,Modeled
